"Dyntaxa-ID";"Svenskt namn";"Habitat";"Region(er)"
"1905";"slidnate";"1620 Skär i Östersjön";"Boreal region (BOR)"
"1905";"slidnate";"1160 Vikar och sund";"Baltisk marin region (MBAL)"
"223535";"storsärv";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"223535";"storsärv";"1110 Sandbankar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"223535";"storsärv";"1130 Estuarier";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219614";"hårsärv";"1150 Laguner";"Boreal region (BOR)"
"219614";"hårsärv";"1620 Skär i Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"219614";"hårsärv";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219614";"hårsärv";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219614";"hårsärv";"1110 Sandbankar";"Baltisk marin region (MBAL)"
"219614";"hårsärv";"1130 Estuarier";"Baltisk marin region (MBAL)"
"219614";"hårsärv";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"219604";"hårnating";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"219604";"hårnating";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219604";"hårnating";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219604";"hårnating";"1110 Sandbankar";"Baltisk marin region (MBAL)"
"219604";"hårnating";"1130 Estuarier";"Baltisk marin region (MBAL)"
"219604";"hårnating";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"219603";"skruvnating";"1150 Laguner";"Boreal region (BOR); Kontinental region (CON)"
"219603";"skruvnating";"1140 Blottade ler- och sandbottnar";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219603";"skruvnating";"1160 Vikar och sund";"Atlantisk marin region (MATL); Baltisk marin region (MBAL)"
"219603";"skruvnating";"1110 Sandbankar";"Baltisk marin region (MBAL)"
"219603";"skruvnating";"1130 Estuarier";"Baltisk marin region (MBAL)"
"219603";"skruvnating";"1650 Smala Östersjövikar";"Baltisk marin region (MBAL)"
"222592";"myrlilja";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"222592";"myrlilja";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"222592";"myrlilja";"7140 Öppna mossar och kärr";"Boreal region (BOR); Kontinental region (CON)"
"223049";"ormbär";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"221918";"lundvårlök";"9750 Svämlövskog";"Boreal region (BOR); Kontinental region (CON)"
"221918";"lundvårlök";"9760 Svämädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"221501";"göknycklar";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"233";"norna";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR)"
"233";"norna";"9050 Näringsrik granskog";"Boreal region (BOR)"
"219795";"grönkulla";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"219795";"grönkulla";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"219795";"grönkulla";"9040 Fjällbjörkskog";"Alpin region (ALP)"
"219795";"grönkulla";"9070 Trädklädd betesmark";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"219795";"grönkulla";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"220093";"korallrot";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"504";"guckusko";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"219788";"ängsnycklar";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"219788";"ängsnycklar";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"219788";"ängsnycklar";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"219790";"fläcknycklar";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"223591";"skogsnycklar";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"223591";"skogsnycklar";"6530 Lövängar";"Boreal region (BOR)"
"223597";"Jungfru Marie nycklar";"6230 Stagg-gräsmarker";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"223597";"Jungfru Marie nycklar";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"223597";"Jungfru Marie nycklar";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"223597";"Jungfru Marie nycklar";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"223597";"Jungfru Marie nycklar";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"223597";"Jungfru Marie nycklar";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"223597";"Jungfru Marie nycklar";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"223597";"Jungfru Marie nycklar";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"223597";"Jungfru Marie nycklar";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"223597";"Jungfru Marie nycklar";"7210 Agkärr";"Boreal region (BOR); Kontinental region (CON)"
"219794";"sumpnycklar";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"514";"majnycklar";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"219793";"mossnycklar";"7140 Öppna mossar och kärr";"Boreal region (BOR)"
"219792";"Adam och Eva";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"219792";"Adam och Eva";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219792";"Adam och Eva";"8230 Hällmarkstorräng";"Boreal region (BOR); Kontinental region (CON)"
"219798";"skogsknipprot";"9050 Näringsrik granskog";"Boreal region (BOR)"
"219799";"kärrknipprot";"2190 Dynvåtmarker";"Boreal region (BOR); Kontinental region (CON)"
"219799";"kärrknipprot";"7220 Kalktuffkällor";"Boreal region (BOR); Kontinental region (CON)"
"219799";"kärrknipprot";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"220787";"knärot";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"220787";"knärot";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"219811";"brudsporre";"6230 Stagg-gräsmarker";"Alpin region (ALP); Boreal region (BOR)"
"219811";"brudsporre";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"219811";"brudsporre";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"219811";"brudsporre";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"219811";"brudsporre";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"219811";"brudsporre";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"219811";"brudsporre";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219811";"brudsporre";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"219811";"brudsporre";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"1085";"brunkulla";"6230 Stagg-gräsmarker";"Alpin region (ALP); Boreal region (BOR)"
"222495";"myggblomster";"7310 Aapamyrar";"Boreal region (BOR)"
"770";"honungsblomster";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"770";"honungsblomster";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"980";"gulyxne";"7230 Rikkärr";"Boreal region (BOR)"
"221952";"spindelblomster";"9040 Fjällbjörkskog";"Alpin region (ALP)"
"221952";"spindelblomster";"9010 Taiga";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"221952";"spindelblomster";"9050 Näringsrik granskog";"Alpin region (ALP); Boreal region (BOR)"
"222118";"flugblomster";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"219864";"Sankt Pers nycklar";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"219864";"Sankt Pers nycklar";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219864";"Sankt Pers nycklar";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219864";"Sankt Pers nycklar";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"219865";"johannesnycklar";"6210 Kalkgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219874";"nattviol";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"219874";"nattviol";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"219874";"nattviol";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219874";"nattviol";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219874";"nattviol";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"219874";"nattviol";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"219875";"grönvit nattviol";"6230 Stagg-gräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"219875";"grönvit nattviol";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"219875";"grönvit nattviol";"6530 Lövängar";"Boreal region (BOR)"
"219882";"fjällyxne";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"219882";"fjällyxne";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"219882";"fjällyxne";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"32";"klipplök";"8240 Karsthällmarker";"Kontinental region (CON)"
"223563";"alvargräslök";"6110 Basiska berghällar";"Boreal region (BOR); Kontinental region (CON)"
"223563";"alvargräslök";"6280 Alvar";"Kontinental region (CON)"
"61";"stor sandlilja";"6120 Sandstäpp";"Kontinental region (CON)"
"219763";"liten sandlilja";"6120 Sandstäpp";"Kontinental region (CON)"
"222812";"liljekonvalj";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"222857";"ekorrbär";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"219878";"storrams";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"219878";"storrams";"9130 Näringsrik bokskog";"Boreal region (BOR); Kontinental region (CON)"
"219878";"storrams";"9160 Näringsrik ekskog";"Boreal region (BOR); Kontinental region (CON)"
"219879";"getrams";"9190 Näringsfattig ekskog";"Boreal region (BOR); Kontinental region (CON)"
"219880";"kransrams";"9020 Nordlig ädellövskog";"Boreal region (BOR); Kontinental region (CON)"
"224779";"östersjötåg";"2190 Dynvåtmarker";"Boreal region (BOR); Kontinental region (CON)"
"893";"huvudtåg";"2190 Dynvåtmarker";"Boreal region (BOR); Kontinental region (CON)"
"222529";"bruntåg";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"222541";"borsttåg";"4010 Fukthedar";"Boreal region (BOR); Kontinental region (CON)"
"222541";"borsttåg";"4030 Torra hedar";"Boreal region (BOR); Kontinental region (CON)"
"222541";"borsttåg";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
"222542";"dytåg";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222542";"dytåg";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222546";"lapptåg";"7220 Kalktuffkällor";"Alpin region (ALP)"
"222546";"lapptåg";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"222569";"knippfryle";"4030 Torra hedar";"Boreal region (BOR); Kontinental region (CON)"
"222573";"ängsfryle";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"222579";"svartfryle";"6520 Höglänta slåtterängar";"Alpin region (ALP); Boreal region (BOR)"
"222581";"fjällfryle";"6150 Alpina silikatgräsmarker";"Alpin region (ALP); Boreal region (BOR)"
"222738";"plattsäv";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"222738";"plattsäv";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"222237";"rödsäv";"1330 Salta strandängar";"Boreal region (BOR); Kontinental region (CON)"
"222237";"rödsäv";"1630 Strandängar vid Östersjön";"Boreal region (BOR); Kontinental region (CON)"
"222277";"tagelstarr";"7160 Källor och källkärr";"Boreal region (BOR); Kontinental region (CON)"
"222283";"svedstarr";"7310 Aapamyrar";"Alpin region (ALP)"
"258";"brokstarr";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"224589";"vanlig klubbstarr";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"224591";"fjällklubbstarr";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"222293";"hårstarr";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222293";"hårstarr";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222293";"hårstarr";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"222293";"hårstarr";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"222294";"huvudstarr";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR)"
"222294";"huvudstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222295";"vårstarr";"4030 Torra hedar";"Boreal region (BOR); Kontinental region (CON)"
"222297";"strängstarr";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222297";"strängstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222299";"trindstarr";"7160 Källor och källkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222301";"nålstarr";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222301";"nålstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222302";"spädstarr";"9080 Lövsumpskog";"Boreal region (BOR)"
"222306";"stjärnstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222306";"stjärnstarr";"9740 Skogsbevuxen myr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222306";"stjärnstarr";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"222308";"rankstarr";"9080 Lövsumpskog";"Boreal region (BOR); Kontinental region (CON)"
"222311";"slankstarr";"6410 Fuktängar";"Boreal region (BOR); Kontinental region (CON)"
"222312";"knagglestarr";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222312";"knagglestarr";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"222312";"knagglestarr";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"222316";"klotstarr";"9740 Skogsbevuxen myr";"Alpin region (ALP); Boreal region (BOR)"
"222316";"klotstarr";"9080 Lövsumpskog";"Boreal region (BOR)"
"259";"hartmansstarr";"6410 Fuktängar";"Boreal region (BOR)"
"259";"hartmansstarr";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"259";"hartmansstarr";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"260";"myrstarr";"6450 Svämängar";"Alpin region (ALP); Boreal region (BOR)"
"260";"myrstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"260";"myrstarr";"7230 Rikkärr";"Boreal region (BOR)"
"222322";"ängsstarr";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222322";"ängsstarr";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"222322";"ängsstarr";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"222322";"ängsstarr";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"222326";"trådstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222327";"slakstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222328";"näbbstarr/jämtstarr";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR)"
"224653";"jämtstarr";"7230 Rikkärr";"Alpin region (ALP); Boreal region (BOR)"
"222330";"dystarr";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"222330";"dystarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222330";"dystarr";"7110 Högmossar";"Boreal region (BOR); Kontinental region (CON)"
"222330";"dystarr";"7120 Skadade högmossar";"Boreal region (BOR); Kontinental region (CON)"
"222331";"vitstarr";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR)"
"222331";"vitstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222332";"repestarr";"9080 Lövsumpskog";"Boreal region (BOR)"
"222335";"sumpstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222337";"borststarr";"7220 Kalktuffkällor";"Alpin region (ALP)"
"222337";"borststarr";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"222338";"lundstarr";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"222338";"lundstarr";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"222338";"lundstarr";"9070 Trädklädd betesmark";"Boreal region (BOR); Kontinental region (CON)"
"221025";"enaxig sävstarr";"6170 Alpina kalkgräsmarker";"Alpin region (ALP)"
"222382";"ärtstarr";"7230 Rikkärr";"Boreal region (BOR); Kontinental region (CON)"
"257";"ävjestarr";"7230 Rikkärr";"Boreal region (BOR)"
"224693";"liten ärtstarr";"1630 Strandängar vid Östersjön";"Boreal region (BOR)"
"222344";"fågelstarr";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"222344";"fågelstarr";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"222351";"blekstarr";"6450 Svämängar";"Alpin region (ALP); Boreal region (BOR)"
"222352";"hirsstarr";"6410 Fuktängar";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222352";"hirsstarr";"4030 Torra hedar";"Boreal region (BOR); Kontinental region (CON)"
"222352";"hirsstarr";"6270 Silikatgräsmarker";"Boreal region (BOR); Kontinental region (CON)"
"222352";"hirsstarr";"6510 Slåtterängar i låglandet";"Boreal region (BOR); Kontinental region (CON)"
"222352";"hirsstarr";"6530 Lövängar";"Boreal region (BOR); Kontinental region (CON)"
"222354";"lappstarr";"7240 Alpina översilningskärr";"Alpin region (ALP)"
"222355";"taggstarr";"7130 Terrängtäckande mossar";"Alpin region (ALP)"
"222355";"taggstarr";"7140 Öppna mossar och kärr";"Alpin region (ALP); Boreal region (BOR); Kontinental region (CON)"
"222355";"taggstarr";"7310 Aapamyrar";"Alpin region (ALP); Boreal region (BOR)"
"222358";"pillerstarr";"4030 Torra hedar";"Boreal region (BOR)"
"222358";"pillerstarr";"5130 Enbuskmarker";"Boreal region (BOR); Kontinental region (CON)"
